"incident_no","date","time","vehicle_type","role","location","Latitude","Longitude","city","injured","killed","year"
22107374,2022-02-17,18:57:00,"AUTOMOBILE","DRIVER","VIA DE LA VALLE & WCL of Jimmy Durante BOULEVARD, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2022
22107376,2022-02-17,19:34:00,"AUTOMOBILE","DRIVER","LUZON AVENUE & ECL of Jimmy Durante BOULEVARD, DEL MAR, CA 92014",32.96547,-117.26519,"DEL MAR",0,0,2022
22107540,2022-02-18,21:05:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & Lazy Acres Private DRIVEWAY, ENCINITAS, CA 92024",33.04971,-117.28925,"ENCINITAS",1,0,2022
22107627,2022-02-19,16:45:00,"AUTOMOBILE","DRIVER","N VULCAN AVENUE & CORAL COVE WAY, ENCINITAS, CA 92024",33.07671,-117.30577,"ENCINITAS",0,0,2022
22108553,2022-02-25,16:00:00,"AUTOMOBILE","DRIVER","2500 BLOCK S COAST HIGHWAY#101, ENCINITAS, CA 92024",33.01613,-117.28101,"ENCINITAS",0,0,2022
22108528,2022-02-25,19:00:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & VIA CANTEBRIA, ENCINITAS, CA 92024",33.04615,-117.26687,"ENCINITAS",1,0,2022
22108626,2022-02-26,12:33:00,"BICYCLE","BICYCLIST","N HIGHWAY & Lomas Santa Fe, SOLANA BEACH, CA 92075",32.9957,-117.25474,"SOLANA BEACH",0,1,2022
22108779,2022-02-27,16:01:00,"AUTOMOBILE","DRIVER","CAMINO DEL MAR & DEL MAR HEIGHTS ROAD, DEL MAR, CA 92014",32.94814,-117.26092,"DEL MAR",0,0,2022
22108941,2022-02-28,15:56:00,"LIGHT DUTY TRUCK","DRIVER","2050 S COAST HIGHWAY #101, CARDIFF BY THE SEA, CA 92007",33.01891,-117.28226,"CARDIFF BY THE SEA",0,0,2022
22109210,2022-03-02,07:19:00,"AUTOMOBILE","DRIVER","LONE JACK ROAD & NCL of Wildflower Valley DRIVE, ENCINITAS, CA 92024",33.05723,-117.21665,"ENCINITAS",0,0,2022
22109353,2022-03-02,19:24:00,"AUTOMOBILE","DRIVER","REGAL ROAD & SCL of Melba ROAD, ENCINITAS, CA 92024",33.03985,-117.28155,"ENCINITAS",0,0,2022
22109451,2022-03-03,11:37:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & BONITA DRIVE, ENCINITAS, CA 92024",33.03629,-117.27288,"ENCINITAS",1,0,2022
22109509,2022-03-03,17:30:00,"TRUCK","DRIVER","LOMAS SANTA FE & WCL of Las Banderas, SOLANA BEACH, CA 92075",32.99553,-117.2515,"SOLANA BEACH",0,0,2022
22109538,2022-03-03,20:58:00,"AUTOMOBILE","DRIVER","N VULCAN AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06444,-117.30169,"ENCINITAS",0,0,2022
22109630,2022-03-04,13:37:00,"MOTORCYCLE","DRIVER","BALOUR DRIVE & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03625,-117.2685,"ENCINITAS",1,0,2022
22109841,2022-03-05,22:49:00,"BICYCLE","BICYCLIST","HERMES AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",1,0,2022
22109832,2022-03-05,22:53:00,"AUTOMOBILE","DRIVER","S SIERRA AVENUE & LINDA MAR DRIVE, SOLANA BEACH, CA 92075",32.98926,-117.27244,"SOLANA BEACH",0,0,2022
22109864,2022-03-06,09:21:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & S RANCHO SANTA FE ROAD, ENCINITAS, CA 92024",33.03726,-117.23875,"ENCINITAS",1,0,2022
22109921,2022-03-06,12:00:00,"LIGHT DUTY TRUCK","DRIVER","ROSEBAY DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04858,-117.27396,"ENCINITAS",0,0,2022
22109905,2022-03-06,14:01:00,"BICYCLE","BICYCLIST","S COAST HIGHWAY & Chesterfield AVENUE, ENCINITAS, CA 92024",33.04553,-117.2938,"ENCINITAS",0,0,2022
22109966,2022-03-06,22:13:00,"AUTOMOBILE","DRIVER","N VULCAN AVENUE & E JASON STREET, ENCINITAS, CA 92024",33.07075,-117.3038,"ENCINITAS",1,0,2022
22110033,2022-03-07,11:24:00,"LIGHT DUTY TRUCK","DRIVER","1550 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06927,-117.26582,"ENCINITAS",0,0,2022
22110099,2022-03-07,16:05:00,"BICYCLE","BICYCLIST","N HIGHWAY & Plaza STREET, SOLANA BEACH, CA 92075",32.99162,-117.27306,"SOLANA BEACH",1,0,2022
22110369,2022-03-09,07:42:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",0,0,2022
22110736,2022-03-11,08:40:00,"LIGHT DUTY TRUCK","DRIVER","2700 S COAST HIGHWAY #101, ENCINITAS, CA 92024",33.00155,-117.27657,"ENCINITAS",1,0,2022
22110791,2022-03-11,12:48:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & VIA CANTEBRIA, ENCINITAS, CA 92024",33.04615,-117.26687,"ENCINITAS",1,0,2022
22110842,2022-03-11,19:27:00,"AUTOMOBILE","DRIVER","PACIFIC RANCH DRIVE & WCL of Manchester AVENUE, ENCINITAS, CA 92024",33.02235,-117.25021,"ENCINITAS",0,0,2022
22110895,2022-03-12,05:00:00,"AUTOMOBILE","DRIVER","600 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06515,-117.29114,"ENCINITAS",0,0,2022
22110986,2022-03-12,18:54:00,"AUTOMOBILE","DRIVER","SAN ELIJO AVENUE & LIVERPOOL DRIVE, ENCINITAS, CA 92024",33.0211,-117.28251,"ENCINITAS",1,0,2022
22113453,2022-03-13,22:15:00,"LIGHT DUTY TRUCK","DRIVER","200 N RANCHO SANTA FE ROAD, ENCINITAS, CA 92024",33.03932,-117.23718,"ENCINITAS",0,0,2022
22111263,2022-03-14,16:44:00,"AUTOMOBILE","DRIVER","REGAL ROAD & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03623,-117.28039,"ENCINITAS",0,0,2022
22111344,2022-03-15,07:45:00,"BICYCLE","BICYCLIST","EVERGREEN DRIVE & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03627,-117.27067,"ENCINITAS",1,0,2022
22111409,2022-03-15,13:38:00,"BICYCLE","BICYCLIST","LOMAS SANTA FE & Garden View ROAD, ENCINITAS, CA 92024",33.06448,-117.26716,"ENCINITAS",1,0,2022
22111479,2022-03-15,21:38:00,"AUTOMOBILE","DRIVER","09TH STREET & CAMINO DEL MAR, DEL MAR, CA 92014",32.96425,-117.26522,"DEL MAR",0,0,2022
22111661,2022-03-16,21:17:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Encinitas BOULEVARD, ENCINITAS, CA 92024",33.03847,-117.24059,"ENCINITAS",0,0,2022
22111777,2022-03-17,15:39:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & SCL of Grandview STREET, ENCINITAS, CA 92024",33.07598,-117.30765,"ENCINITAS",0,1,2022
22111795,2022-03-17,17:42:00,"AUTOMOBILE","BICYCLIST","BEECHTREE DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04604,-117.26243,"ENCINITAS",1,0,2022
22111867,2022-03-18,07:37:00,"AUTOMOBILE","BICYCLIST","SANTA FE DRIVE & MACKINNON AVENUE, ENCINITAS, CA 92024",33.03626,-117.27722,"ENCINITAS",1,0,2022
22111871,2022-03-18,07:45:00,"BICYCLE","BICYCLIST","MACKINNON AVENUE & MUNEVAR ROAD, ENCINITAS, CA 92024",33.03442,-117.27723,"ENCINITAS",1,0,2022
22111983,2022-03-18,18:00:00,"AUTOMOBILE","DRIVER","130 CALLE MAGDALENA , ENCINITAS, CA 92024",33.04722,-117.285,"ENCINITAS",0,0,2022
22112028,2022-03-18,23:09:00,"AUTOMOBILE","DRIVER","CAM DEL MAR & feet N of NCL of 27th STREET, DEL MAR, CA 92014",32.97092,-117.26827,"DEL MAR",0,0,2022
22112573,2022-03-22,14:31:00,"LIGHT DUTY TRUCK","DRIVER","MANCHESTER AVENUE & VIA POCO, ENCINITAS, CA 92024",33.01121,-117.26271,"ENCINITAS",2,0,2022
22112679,2022-03-23,08:35:00,"LIGHT DUTY TRUCK","DRIVER","OLIVENHAIN ROAD & AMARGOSA DRIVE, ENCINITAS, CA 92024",33.06709,-117.25505,"ENCINITAS",2,0,2022
22112930,2022-03-24,14:10:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & TOWN CENTER PLACE, ENCINITAS, CA 92024",33.06791,-117.26503,"ENCINITAS",1,0,2022
22113304,2022-03-26,20:14:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & CAMINO DE LAS FLORES, ENCINITAS, CA 92024",33.04575,-117.255,"ENCINITAS",0,0,2022
22113322,2022-03-26,23:12:00,"AUTOMOBILE","DRIVER","LAKE DRIVE & Cardiff DRIVE, CARDIFF BY THE SEA, CA 92007",33.02904,-117.26642,"CARDIFF BY THE SEA",0,0,2022
22113433,2022-03-27,17:35:00,"LIGHT DUTY TRUCK","DRIVER","LEUCADIA BOULEVARD & PIRAEUS STREET, ENCINITAS, CA 92024",33.06511,-117.2913,"ENCINITAS",1,0,2022
22113642,2022-03-28,19:41:00,"AUTOMOBILE","DRIVER","2526 S COAST HIGHWAY #101, ENCINITAS, CA 92024",33.0136,-117.27992,"ENCINITAS",1,0,2022
22113714,2022-03-29,10:29:00,NA,"DRIVER","LUNETA DRIVE & 13TH STREET, DEL MAR, CA 92014",32.95836,-117.26273,"DEL MAR",1,0,2022
22114022,2022-03-31,07:34:00,"BICYCLE","BICYCLIST","DELPHINIUM STREET & TEABERRY STREET, ENCINITAS, CA 92024",33.04968,-117.27562,"ENCINITAS",1,0,2022
22114028,2022-03-31,08:15:00,"AUTOMOBILE","DRIVER","SANTA HELENA & SCL Santa Helena COURT, SOLANA BEACH, CA 92075",32.99797,-117.25426,"SOLANA BEACH",3,0,2022
22114057,2022-03-31,12:28:00,"AUTOMOBILE","DRIVER","1084 N EL CAMINO REAL , ENCINITAS, CA 92024",33.06611,-117.26242,"ENCINITAS",0,0,2022
22114285,2022-04-01,22:21:00,"AUTOMOBILE","DRIVER","MELROSE AVENUE & EL PORTAL STREET, ENCINITAS, CA 92024",33.05655,-117.29869,"ENCINITAS",0,0,2022
22114591,2022-04-04,10:04:00,"LIGHT DUTY TRUCK","DRIVER","SAXONY ROAD & SEACREST WAY, ENCINITAS, CA 92024",33.05089,-117.28567,"ENCINITAS",1,0,2022
22114875,2022-04-05,18:31:00,"AUTOMOBILE","DRIVER","102 W LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06436,-117.30266,"ENCINITAS",0,0,2022
22114979,2022-04-06,13:27:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & Melba ROAD, ENCINITAS, CA 92024",33.04352,-117.26466,"ENCINITAS",1,0,2022
22114985,2022-04-06,14:08:00,"BICYCLE","BICYCLIST","JIMMY DURANTE BOULEVARD & DAVID WAY, DEL MAR, CA 92014",32.96829,-117.26498,"DEL MAR",1,0,2022
22115135,2022-04-07,11:15:00,NA,"DRIVER","LOMAS SANTA FE DRIVE & SOLANA HILLS DRIVE, SOLANA BEACH, CA 92075",32.996,-117.25912,"SOLANA BEACH",4,0,2022
22115147,2022-04-07,12:27:00,"AUTOMOBILE","DRIVER","SAN ELIJO AVENUE & BIRMINGHAM DRIVE, ENCINITAS, CA 92007",33.02249,-117.28336,"ENCINITAS",1,0,2022
22115349,2022-04-08,17:57:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & Chesterfield DRIVE, ENCINITAS, CA 92024",33.02066,-117.27927,"ENCINITAS",1,0,2022
22115386,2022-04-08,22:40:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & WCL of N/B Leucadia off-ramp, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",1,0,2022
22115509,2022-04-09,19:07:00,"AUTOMOBILE","DRIVER","VIA MOLENA & VIA TAVIRA, ENCINITAS, CA 92024",33.04847,-117.26269,"ENCINITAS",0,0,2022
22115721,2022-04-11,09:31:00,"AUTOMOBILE","DRIVER","S NARDO AVENUE & FRESCA STREET, SOLANA BEACH, CA 92075",32.98619,-117.26171,"SOLANA BEACH",1,0,2022
22115849,2022-04-11,21:59:00,"AUTOMOBILE","DRIVER","CERRO STREET & CHARRO STREET, ENCINITAS, CA 92024",33.04136,-117.25267,"ENCINITAS",1,0,2022
22115910,2022-04-12,08:37:00,NA,"DRIVER","CASTRO STREET & VALLEY AVENUE, SOLANA BEACH, CA 92075",32.9851,-117.25829,"SOLANA BEACH",0,0,2022
22115955,2022-04-12,12:24:00,"AUTOMOBILE","DRIVER","900 SANTA FE DRIVE, ENCINITAS, CA 92024",33.03629,-117.27217,"ENCINITAS",0,0,2022
22115993,2022-04-12,16:05:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & VIA MOLENA, ENCINITAS, CA 92024",33.04878,-117.25992,"ENCINITAS",1,0,2022
22116028,2022-04-12,20:20:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & F STREET, ENCINITAS, CA 92024",33.04323,-117.29456,"ENCINITAS",0,0,2022
22116344,2022-04-14,15:41:00,"AUTOMOBILE","BICYCLIST","439 SANTA FE DRIVE, ENCINITAS, CA 92007",33.03622,-117.2833,"ENCINITAS",0,0,2022
22116384,2022-04-14,22:24:00,"AUTOMOBILE","DRIVER","1300 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04605,-117.2626,"ENCINITAS",0,0,2022
22116389,2022-04-14,22:55:00,"FARM EQUIPMENT","DRIVER","0 S COAST HWY 101 1400 BLOCK , ENCINITAS, CA 92024",33.03436,-117.29105,"ENCINITAS",0,0,2022
22116627,2022-04-16,13:53:00,"AUTOMOBILE","DRIVER","REGAL ROAD & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03623,-117.28039,"ENCINITAS",1,0,2022
22116678,2022-04-16,21:41:00,"AUTOMOBILE","DRIVER","0 LONE HILL LANE, ENCINITAS, CA 92024",33.07079,-117.21082,"ENCINITAS",0,0,2022
22116710,2022-04-17,07:20:00,"LIGHT DUTY TRUCK","DRIVER","592 SANTA FE DRIVE, ENCINITAS, CA 92024",33.03625,-117.27942,"ENCINITAS",0,0,2022
22116859,2022-04-18,10:12:00,"AUTOMOBILE","DRIVER","LAKE DRIVE & BIRMINGHAM DRIVE, ENCINITAS, CA 92024",33.02536,-117.26647,"ENCINITAS",0,0,2022
22117126,2022-04-19,17:48:00,"AUTOMOBILE","DRIVER","2100 N COAST HIGHWAY#101, ENCINITAS, CA 92024",33.08249,-117.30884,"ENCINITAS",0,0,2022
22117167,2022-04-20,00:11:00,"AUTOMOBILE","DRIVER","CERRO STREET & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04567,-117.25271,"ENCINITAS",0,0,2022
22117266,2022-04-20,13:55:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & J STREET, ENCINITAS, CA 92024",33.03802,-117.29373,"ENCINITAS",0,0,2022
22117389,2022-04-21,09:11:00,"AUTOMOBILE","DRIVER","382 N EL CAMINO REAL , ENCINITAS, CA 92024",33.05559,-117.26224,"ENCINITAS",2,0,2022
22117530,2022-04-21,23:21:00,"AUTOMOBILE","DRIVER","1550 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06927,-117.26582,"ENCINITAS",0,0,2022
22117828,2022-04-23,22:21:00,"AUTOMOBILE","DRIVER","SANTA FE ROAD & ECL of Gardena, ENCINITAS, CA 92024",33.03625,-117.27941,"ENCINITAS",0,0,2022
22117888,2022-04-24,12:45:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & NEWCASTLE AVENUE, ENCINITAS, CA 92007",33.02315,-117.28254,"ENCINITAS",1,0,2022
22118386,2022-04-27,08:20:00,"AUTOMOBILE","DRIVER","VIA CANTEBRIA & North curbline, ENCINITAS, CA 92024",33.05502,-117.26775,"ENCINITAS",2,0,2022
22118490,2022-04-27,18:32:00,"AUTOMOBILE","DRIVER","QUAIL GARDENS DRIVE & ECKE RANCH ROAD, ENCINITAS, CA 92024",33.05655,-117.27911,"ENCINITAS",0,0,2022
22119108,2022-05-01,23:16:00,"LIGHT DUTY TRUCK","DRIVER","N COAST HIGHWAY & El Portal STREET, ENCINITAS, CA 92024",33.05641,-117.29909,"ENCINITAS",0,0,2022
22119548,2022-05-04,14:45:00,"AUTOMOBILE","DRIVER","QUAIL GARDENS DRIVE & PASEO DE LAS VERDES, ENCINITAS, CA 92024",33.05524,-117.27892,"ENCINITAS",1,0,2022
22119767,2022-05-05,17:55:00,"AUTOMOBILE","DRIVER","0 SAN ELIJO AVENUE, ENCINITAS, CA 92007",33.02456,-117.28465,"ENCINITAS",0,0,2022
22119848,2022-05-06,08:09:00,"AUTOMOBILE","DRIVER","N Coast Highway & LA COSTA AVENUE, ENCINITAS, CA 92024",33.08712,-117.29075,"ENCINITAS",2,0,2022
22119896,2022-05-06,14:21:00,"AUTOMOBILE","DRIVER","1150 GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.05875,-117.26415,"ENCINITAS",1,0,2022
22120031,2022-05-07,11:36:00,"AUTOMOBILE","DRIVER","1327 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04598,-117.26064,"ENCINITAS",1,0,2022
22120121,2022-05-08,02:02:00,"MOTORCYCLE","DRIVER","CAMINO DEL MAR & SEA VIEW AVENUE, DEL MAR, CA 92104",32.9628,-117.2652,"DEL MAR",1,0,2022
22120131,2022-05-08,06:52:00,"AUTOMOBILE","DRIVER","411 SANTA FE DRIVE, ENCINITAS, CA 92007",33.03621,-117.284,"ENCINITAS",0,0,2022
22120180,2022-05-08,16:24:00,NA,"DRIVER","PIRAEUS STREET & SCL Normandy ROAD, ENCINITAS, CA 92024",33.068777,-117.291547,"ENCINITAS",0,1,2022
22120355,2022-05-09,17:33:00,"AUTOMOBILE","DRIVER","VIA MONTORO & VIA MONTANOSA, ENCINITAS, CA 92024",33.05265,-117.26444,"ENCINITAS",0,0,2022
22120366,2022-05-09,18:46:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & CALLE MAGDALENA, ENCINITAS, CA 92024",33.04816,-117.28462,"ENCINITAS",0,0,2022
22120762,2022-05-12,01:28:00,"AUTOMOBILE","DRIVER","LONE JACK ROAD & N RANCHO SANTA FE ROAD, ENCINITAS, CA 92024",33.04933,-117.23356,"ENCINITAS",0,0,2022
22120992,2022-05-13,12:02:00,NA,"DRIVER","BIRMINGHAM DRIVE & LAKE DRIVE, ENCINITAS, CA 92024",33.02536,-117.26647,"ENCINITAS",0,0,2022
22125364,2022-05-14,14:30:00,"AUTOMOBILE","DRIVER","0 CAM DEL MAR , DEL MAR, CA 92014",32.96028,-117.26526,"DEL MAR",0,0,2022
22121464,2022-05-16,22:49:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & BEECHTREE DRIVE, ENCINITAS, CA 92024",33.04604,-117.26243,"ENCINITAS",2,0,2022
22121624,2022-05-17,19:52:00,"LIGHT DUTY TRUCK","DRIVER","CAM DEL MAR & NCL of 12th STREET, DEL MAR, CA 92014",32.95953,-117.26559,"DEL MAR",0,0,2022
22121641,2022-05-17,22:16:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & NCL of Leucadia BOULEVARD, ENCINITAS, CA 92024",33.06511,-117.29274,"ENCINITAS",0,0,2022
22121964,2022-05-19,13:38:00,"AUTOMOBILE","DRIVER","NARDO ROAD & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03626,-117.27722,"ENCINITAS",0,0,2022
22122026,2022-05-20,03:36:00,"AUTOMOBILE","DRIVER","SANFORD STREET & HYGEIA AVENUE, ENCINITAS, CA 92024",33.0741,-117.30152,"ENCINITAS",0,0,2022
22122209,2022-05-21,10:49:00,"BICYCLE","BICYCLIST","ENCINITAS BOULEVARD & PRINCEHOUSE LANE, ENCINITAS, CA 92024",33.04785,-117.27294,"ENCINITAS",1,0,2022
22122332,2022-05-22,07:37:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & QUAIL GARDENS DRIVE, ENCINITAS, CA 92024",33.06544,-117.27829,"ENCINITAS",0,0,2022
22122375,2022-05-22,13:50:00,"BICYCLE","BICYCLIST","EOLUS AVENUE & NCL E Glaucus STREET, ENCINITAS, CA 92024",33.07246,-117.29654,"ENCINITAS",2,0,2022
22122699,2022-05-24,12:35:00,"LIGHT DUTY TRUCK","DRIVER","HYGEIA AVENUE & E GLAUCUS STREET, ENCINITAS, CA 92024",33.0693,-117.29991,"ENCINITAS",0,0,2022
22122879,2022-05-25,11:46:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.06524,-117.28547,"ENCINITAS",1,0,2022
22123119,2022-05-25,11:46:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.06524,-117.28547,"ENCINITAS",0,0,2022
22123240,2022-05-27,11:46:00,"AUTOMOBILE","DRIVER","N HIGHWAY & Cliff STREET, SOLANA BEACH, CA 92075",32.99672,-117.26891,"SOLANA BEACH",1,0,2022
22123295,2022-05-27,16:30:00,"BICYCLE","BICYCLIST","CANYON DRIVE & WCL of 644 Canyon Drive, SOLANA BEACH, CA 92075",33.00217,-117.26082,"SOLANA BEACH",1,0,2022
22123563,2022-05-29,14:22:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & VIA MONTORO, ENCINITAS, CA 92024",33.0529,-117.26133,"ENCINITAS",1,0,2022
22124219,2022-06-02,00:00:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & VIA MONTORO, ENCINITAS, CA 92024",33.0529,-117.26133,"ENCINITAS",0,0,2022
22124111,2022-06-02,00:19:00,"AUTOMOBILE","DRIVER","VILLAGE GREEN ROAD & SCL of Red Barn ROAD, ENCINITAS, CA 92024",33.04932,-117.24893,"ENCINITAS",0,0,2022
22124257,2022-06-02,21:08:00,"AUTOMOBILE","DRIVER","LOMAS SANTA FE DRIVE & SANTA HELENA, SOLANA BEACH, CA 92075",32.99578,-117.25511,"SOLANA BEACH",0,0,2022
22124374,2022-06-03,13:50:00,"AUTOMOBILE","DRIVER","02ND STREET & W E STREET, ENCINITAS, CA 92024",33.04438,-117.29656,"ENCINITAS",1,0,2022
22124483,2022-06-04,09:38:00,"AUTOMOBILE","DRIVER","INTERSTATE 5 SB & MANCHESTER AVENUE, ENCINITAS, CA 92024",33.02771,-117.24406,"ENCINITAS",1,0,2022
22125165,2022-06-05,01:58:00,"AUTOMOBILE","DRIVER","E D STREET & S VULCAN AVENUE, ENCINITAS, CA 92024",33.0461,-117.29262,"ENCINITAS",0,0,2022
22124586,2022-06-05,01:58:00,NA,"DRIVER","235 SANTA FE DRIVE, ENCINITAS, CA 92007",33.03621,-117.28708,"ENCINITAS",0,0,2022
22124881,2022-06-07,07:57:00,"LIGHT DUTY TRUCK","DRIVER","S EL CAMINO REAL & MANCHESTER AVENUE, ENCINITAS, CA 92024",33.02182,-117.25558,"ENCINITAS",1,0,2022
22124882,2022-06-07,08:05:00,"BICYCLE","BICYCLIST","GASCONY ROAD & CAPRI ROAD, ENCINITAS, CA 92024",33.08013,-117.28859,"ENCINITAS",2,0,2022
22125346,2022-06-09,13:02:00,NA,"DRIVER","149 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99226,-117.26947,"SOLANA BEACH",0,0,2022
22125513,2022-06-10,15:37:00,"AUTOMOBILE","DRIVER","731 S HIGHWAY #101, SOLANA BEACH, CA 92075",32.98231,-117.2701,"SOLANA BEACH",0,0,2022
22125651,2022-06-11,16:14:00,"AUTOMOBILE","DRIVER","400 VIA DE LA VALLE , DEL MAR, CA 92014",32.98128,-117.23467,"DEL MAR",1,0,2022
22125689,2022-06-11,22:07:00,"AUTOMOBILE","DRIVER","N Coast Highway & W JASON STREET, ENCINITAS, CA 92024",33.07044,-117.30556,"ENCINITAS",0,0,2022
22126140,2022-06-14,17:01:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & SB Interstate 5 Off-Ramp, ENCINITAS, CA 92024",33.03896,-117.28345,"ENCINITAS",2,0,2022
22126571,2022-06-17,05:00:00,"AUTOMOBILE","DRIVER","NEPTUNE AVENUE & W GLAUCUS STREET, ENCINITAS, CA 92024",33.06803,-117.30595,"ENCINITAS",0,0,2022
22126848,2022-06-19,06:00:00,NA,"DRIVER","VIA MOLENA & ECL Via Morella, ENCINITAS, CA 92024",33.04842,-117.26598,"ENCINITAS",0,0,2022
22126974,2022-06-20,09:50:00,"MOTORCYCLE","DRIVER","S HIGHWAY & Dahlia DRIVE, SOLANA BEACH, CA 92075",32.98724,-117.27159,"SOLANA BEACH",1,0,2022
22127028,2022-06-20,16:06:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & E E STREET, ENCINITAS, CA 92024",33.04482,-117.29194,"ENCINITAS",1,0,2022
22127175,2022-06-21,12:30:00,"FARM EQUIPMENT","DRIVER","200 13TH STREET, DEL MAR, CA 92014",32.95729,-117.26532,"DEL MAR",0,0,2022
22127226,2022-06-21,17:35:00,"MOTORCYCLE","DRIVER","LEUCADIA BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.06444,-117.30169,"ENCINITAS",1,0,2022
22127775,2022-06-24,15:43:00,"AUTOMOBILE","DRIVER","277 N EL CAMINO REAL , ENCINITAS, CA 92024",33.05276,-117.26107,"ENCINITAS",0,1,2022
22127820,2022-06-24,23:24:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & W D STREET, ENCINITAS, CA 92024",33.04587,-117.29515,"ENCINITAS",0,0,2022
22127911,2022-06-25,14:56:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & SAN DIEGUITO DRIVE, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",1,0,2022
22128454,2022-06-28,21:50:00,"AUTOMOBILE","DRIVER","1048 MELBA ROAD, ENCINITAS, CA 92024",33.03983,-117.26953,"ENCINITAS",0,0,2022
22128571,2022-06-29,15:59:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & AVENIDA DE LAS ADELSAS, ENCINITAS, CA 92024",33.03638,-117.25787,"ENCINITAS",1,0,2022
22133765,2022-06-30,17:14:00,NA,"DRIVER","JIMMY DURANTE BOULEVARD & SCL Turf ROAD, DEL MAR, CA 92014",32.97709,-117.2562,"DEL MAR",0,0,2022
22128895,2022-07-01,15:14:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.04886,-117.29298,"ENCINITAS",0,0,2022
22128958,2022-07-01,22:02:00,"AUTOMOBILE","DRIVER","EVERGREEN DRIVE & WOODLAKE DRIVE, ENCINITAS, CA 92024",33.0323,-117.26909,"ENCINITAS",0,0,2022
22129028,2022-07-02,09:33:00,"AUTOMOBILE","DRIVER","13TH STREET & CAMINO DEL MAR, DEL MAR, CA 92014",32.95749,-117.26461,"DEL MAR",1,0,2022
22129139,2022-07-02,23:48:00,"AUTOMOBILE","DRIVER","CAM DEL MAR & NCL of 11th STREET, DEL MAR, CA 92014",32.95953,-117.26559,"DEL MAR",1,0,2022
