"incident_no","date","time","vehicle_type","role","location","Latitude","Longitude","city","injured","killed","year"
20110704,2020-02-27,16:14:00,"AUTOMOBILE","DRIVER","HYGEIA AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06493,-117.29843,"ENCINITAS",1,0,2020
20111782,2020-02-29,16:05:00,"AUTOMOBILE","DRIVER","LOMAS SANTA FE DRIVE & SOLANA HILLS DRIVE, SOLANA BEACH, CA 92075",32.996,-117.25912,"SOLANA BEACH",1,0,2020
20111056,2020-02-29,18:14:00,"AUTOMOBILE","DRIVER","DIAMOND HEAD DRIVE & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03693,-117.26244,"ENCINITAS",1,0,2020
20111082,2020-02-29,22:12:00,"AUTOMOBILE","DRIVER","1637 CREST DRIVE, ENCINITAS, CA 92024",33.02837,-117.26287,"ENCINITAS",2,0,2020
20111121,2020-03-01,02:05:00,"LIGHT DUTY TRUCK","DRIVER","BONITA DRIVE & MELBA ROAD, ENCINITAS, CA",33.03985,-117.2728,"ENCINITAS",3,0,2020
20111248,2020-03-02,09:00:00,"BICYCLE","BICYCLIST","500 BLOCK S EL CAMINO REAL , ENCINITAS, CA 92024",33.03827,-117.25904,"ENCINITAS",1,0,2020
20111485,2020-03-03,09:59:00,"AUTOMOBILE","DRIVER","CAM DEL MAR & NCL of Seaview WAY, DEL MAR, CA 92014",32.9628,-117.2652,"DEL MAR",0,0,2020
20111897,2020-03-05,12:44:00,"LIGHT DUTY TRUCK","DRIVER","1002 N COAST HIGHWAY, ENCINITAS, CA 92024",33.06637,-117.30299,"ENCINITAS",0,0,2020
20111919,2020-03-05,15:02:00,"AUTOMOBILE","BICYCLIST","SANTA FE DRIVE & MACKINNON AVENUE, ENCINITAS, CA 92024",33.03626,-117.27722,"ENCINITAS",1,0,2020
20112202,2020-03-07,04:02:00,NA,"DRIVER","123 PLAZA STREET, SOLANA BEACH, CA 92075",32.99175,-117.2723,"SOLANA BEACH",0,0,2020
20112360,2020-03-08,04:05:00,"AUTOMOBILE","DRIVER","SAN MARIO DRIVE & NCL Of San Mario DRIVE, SOLANA BEACH, CA 92075",33.00398,-117.24016,"SOLANA BEACH",0,0,2020
20113044,2020-03-11,17:58:00,"LIGHT DUTY TRUCK","DRIVER","N EL CAMINO REAL & MOUNTAIN VISTA DRIVE, ENCINITAS, CA 92024",33.0518,-117.26096,"ENCINITAS",1,0,2020
20113119,2020-03-12,05:44:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & LUX CANYON DRIVE, ENCINITAS, CA 92024",33.02319,-117.25557,"ENCINITAS",1,0,2020
20113244,2020-03-12,23:10:00,NA,"DRIVER","ENCINITAS BOULEVARD & BEECHTREE DRIVE, ENCINITAS, CA 92024",33.04604,-117.26243,"ENCINITAS",0,0,2020
20113766,2020-03-16,13:50:00,"LIGHT DUTY TRUCK","DRIVER","OCEAN AVENUE & NCL of STREET, DEL MAR, CA 92014",32.95808,-117.26671,"DEL MAR",0,0,2020
20114360,2020-03-20,17:15:00,"BICYCLE","BICYCLIST","CAM DEL MAR & S of SCL Jimmy Durante, DEL MAR, CA 92014",32.97784,-117.2562,"DEL MAR",1,0,2020
20114457,2020-03-21,14:00:00,"AUTOMOBILE","DRIVER","CALLE MAGDALENA & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04816,-117.28462,"ENCINITAS",0,0,2020
20114776,2020-03-24,03:05:00,"BICYCLE","BICYCLIST","LA COSTA AVENUE & North Coast HIGHWAY, ENCINITAS, CA 92024",33.0551,-117.29726,"ENCINITAS",1,0,2020
20114829,2020-03-25,07:10:00,"BICYCLE","BICYCLIST","OXFORD AVENUE & CHESTERFIELD DRIVE, ENCINITAS, CA 92007",33.02118,-117.2782,"ENCINITAS",1,0,2020
20114840,2020-03-25,09:30:00,"AUTOMOBILE","DRIVER","I5N off-ramp & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03618,-117.29096,"ENCINITAS",1,0,2020
20115255,2020-03-28,20:59:00,"AUTOMOBILE","DRIVER","ORPHEUS AVENUE & UNION STREET, ENCINITAS, CA 92024",33.05807,-117.2943,"ENCINITAS",1,0,2020
20115498,2020-03-31,09:46:00,"LIGHT DUTY TRUCK","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",0,0,2020
20115522,2020-03-31,13:05:00,"AUTOMOBILE","DRIVER","300 BLOCK OF LIVERPOOL DRIVE, CARDIFF BY THE SEA, CA 92007",33.02243,-117.27981,"CARDIFF BY THE SEA",0,0,2020
20115577,2020-04-01,02:46:00,"AUTOMOBILE","DRIVER","ANDREW AVENUE & LEUCADIA SCENIC COURT, ENCINITAS, CA 92024",33.08149,-117.29995,"ENCINITAS",1,0,2020
20115841,2020-04-03,09:43:00,"ALL TERRAIN VEHICLE","DRIVER","VIA DE LA VALLE & JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2020
20115867,2020-04-03,12:00:00,NA,"DRIVER","SAN DIEGUITO DRIVE & JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2020
20116335,2020-04-07,16:17:00,"FARM EQUIPMENT","DRIVER","931 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99568,-117.25436,"SOLANA BEACH",0,0,2020
20116740,2020-04-10,23:27:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & OLIVENHAIN ROAD, ENCINITAS, CA 92024",33.06749,-117.26211,"ENCINITAS",1,0,2020
20117009,2020-04-13,14:20:00,"LIGHT DUTY TRUCK","DRIVER","S VULCAN AVENUE & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03618,-117.29113,"ENCINITAS",0,0,2020
20117128,2020-04-14,13:52:00,"LIGHT DUTY TRUCK","BICYCLIST","CAMINO DEL MAR & COAST BOULEVARD, DEL MAR, CA 92014",32.968,-117.26744,"DEL MAR",1,0,2020
20117785,2020-04-20,02:23:00,"LIGHT DUTY TRUCK","DRIVER","202 FRAXINELLA STREET, ENCINITAS, CA 92024",33.05113,-117.27298,"ENCINITAS",0,0,2020
20118060,2020-04-22,11:10:00,"BICYCLE","BICYCLIST","S COAST HIGHWAY & Intersection of Las Olas traffic LIGHT, CARDIFF BY THE SEA, CA 92007",38.89037,-77.03196,"CARDIFF BY THE SEA",1,0,2020
20118215,2020-04-23,13:26:00,"BICYCLE","BICYCLIST","2000 AVENIDA LA POSTA , ENCINITAS, CA 92024",33.06078,-117.24276,"ENCINITAS",1,0,2020
20118553,2020-04-26,12:08:00,"MOTORCYCLE","DRIVER","S VULCAN AVENUE & E E STREET, ENCINITAS, CA 92024",33.04477,-117.29244,"ENCINITAS",1,0,2020
20118757,2020-04-28,06:53:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & CALLE MAGDALENA, ENCINITAS, CA 92024",33.04816,-117.28462,"ENCINITAS",0,0,2020
20118918,2020-04-29,09:20:00,"BICYCLE","BICYCLIST","2500 S COAST HIGHWAY #101, ENCINITAS, CA 92024",33.01613,-117.28101,"ENCINITAS",1,0,2020
20118945,2020-04-29,12:00:00,NA,"DRIVER","149 PEPPERTREE LANE, ENCINITAS, CA 92024",33.03758,-117.23726,"ENCINITAS",0,0,2020
20119456,2020-05-03,09:32:00,"AUTOMOBILE","BICYCLIST","N COAST HIGHWAY & Leucadia BOULEVARD, ENCINITAS, CA 92024",33.06511,-117.29274,"ENCINITAS",1,0,2020
20119906,2020-05-06,14:31:00,"LIGHT DUTY TRUCK","DRIVER","1000 N EL CAMINO REAL #Block, ENCINITAS, CA 92024",33.06488,-117.2625,"ENCINITAS",1,0,2020
20120761,2020-05-12,23:00:00,"AUTOMOBILE","DRIVER","MELBA ROAD & BONITA DRIVE, ENCINITAS, CA 92024",33.03985,-117.2728,"ENCINITAS",0,0,2020
20120778,2020-05-13,06:50:00,"UNLISTED CONSTRUCTION EQUIPMENT","DRIVER","LONE JACK ROAD & ECL Jackie LANE, ENCINITAS, CA 92024",33.05576,-117.22522,"ENCINITAS",0,0,2020
20120760,2020-05-13,07:35:00,NA,"DRIVER","LEUCADIA BOULEVARD & Town Center Pl WCL, ENCINITAS, CA 92024",33.06791,-117.26503,"ENCINITAS",0,0,2020
20121234,2020-05-16,14:45:00,"AUTOMOBILE","BICYCLIST","I5 SB Onramp & LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99192,-117.27108,"SOLANA BEACH",1,0,2020
20121280,2020-05-16,20:26:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & GARDEN VIEW ROAD, ENCINITAS, CA 92023",33.06868,-117.26761,"ENCINITAS",1,0,2020
20121290,2020-05-16,21:38:00,"AUTOMOBILE","DRIVER","300 BLOCK AVNDA DE LAS ROSAS , ENCINITAS, CA 92024",33.04043,-117.25496,"ENCINITAS",0,0,2020
20123046,2020-05-29,13:11:00,"LIGHT DUTY TRUCK","DRIVER","LOMAS SANTA FE DRIVE & GLENCREST DRIVE, SOLANA BEACH, CA 92075",32.99603,-117.26302,"SOLANA BEACH",0,0,2020
20123181,2020-05-30,15:55:00,"MOTORCYCLE","DRIVER","4000 BLOCK OF MANCHESTER AVENUE, ENCINITAS, CA 92024",33.02615,-117.24512,"ENCINITAS",1,0,2020
20123191,2020-05-30,18:37:00,"MOTORCYCLE","DRIVER","SANTA PETRA DRIVE & SANTA VICTORIA, SOLANA BEACH, CA 92075",33.00548,-117.24358,"SOLANA BEACH",1,0,2020
20123257,2020-05-31,13:13:00,NA,"DRIVER","1200 CAMINO DEL MAR #Block, DEL MAR, CA 92014",32.95657,-117.26425,"DEL MAR",0,0,2020
20123607,2020-06-03,09:36:00,"TRUCK","DRIVER","318 N EL CAMINO REAL , ENCINITAS, CA 92024",33.05461,-117.26191,"ENCINITAS",0,0,2020
20123883,2020-06-05,13:43:00,"AUTOMOBILE","DRIVER","3600 MANCHESTER AVENUE, ENCINITAS, CA 92024",33.02182,-117.25542,"ENCINITAS",1,0,2020
20124125,2020-06-07,18:54:00,"AUTOMOBILE","DRIVER","MOUNTAIN VISTA DRIVE & WANDERING ROAD, ENCINITAS, CA 92024",33.05189,-117.25573,"ENCINITAS",1,0,2020
20124380,2020-06-09,11:55:00,"LIGHT DUTY TRUCK","DRIVER","NORTH HIGHWAY & Plaza STREET, SOLANA BEACH, CA 92075",32.99162,-117.27306,"SOLANA BEACH",0,0,2020
20124381,2020-06-09,11:55:00,"AUTOMOBILE","DRIVER","N HWY & Plaza STREET, SOLANA BEACH, CA 92075",32.99162,-117.27306,"SOLANA BEACH",2,0,2020
20124604,2020-06-10,17:04:00,"AUTOMOBILE","DRIVER","Estrella STREET & N HIGHWAY, SOLANA BEACH, CA 92075",32.99466,-117.27306,"SOLANA BEACH",2,0,2020
20124930,2020-06-12,20:10:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & SAN ELIJO AVENUE, ENCINITAS, CA 92024",33.01452,-117.2756,"ENCINITAS",1,0,2020
20124966,2020-06-13,02:51:00,"AUTOMOBILE","DRIVER","STEVENS AVENUE & West Curb Line of Valley AVENUE, SOLANA BEACH, CA 92075",32.98324,-117.25849,"SOLANA BEACH",0,0,2020
20124999,2020-06-13,11:21:00,"BICYCLE","BICYCLIST","N RANCHO SANTA FE ROAD & NCL of Calle Santa Catalina, ENCINITAS, CA 92024",33.05402,-117.23253,"ENCINITAS",1,0,2020
20125016,2020-06-13,14:20:00,"BICYCLE","BICYCLIST","3200 CAMINO DEL MAR , DEL MAR, CA 92014",32.97748,-117.26931,"DEL MAR",1,0,2020
20125097,2020-06-14,09:02:00,"AUTOMOBILE","BICYCLIST","WINDSOR ROAD & VILLA CARDIFF DRIVE, ENCINITAS, CA 92024",33.02906,-117.27589,"ENCINITAS",1,0,2020
20125147,2020-06-14,19:25:00,"AUTOMOBILE","DRIVER","S CEDROS AVENUE & ROSA STREET, SOLANA BEACH, CA 92075",32.98807,-117.26967,"SOLANA BEACH",1,0,2020
20125672,2020-06-18,10:40:00,"AUTOMOBILE","DRIVER","1271 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04529,-117.26128,"ENCINITAS",1,0,2020
20125882,2020-06-19,20:30:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & MANCHESTER AVENUE, ENCINITAS, CA 92007",33.01322,-117.27141,"ENCINITAS",0,0,2020
20126084,2020-06-21,14:50:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & SAN ELIJO AVENUE, ENCINITAS, CA 92024",33.02249,-117.28336,"ENCINITAS",0,0,2020
20126278,2020-06-23,00:56:00,"LIGHT DUTY TRUCK","DRIVER","S SAN ELIJO AVENUE & SAN ELIJO AVENUE, ENCINITAS, CA 92023",33.02299,-117.28371,"ENCINITAS",0,0,2020
20126536,2020-06-24,14:20:00,NA,"DRIVER","CAMINO DEL MAR & SEA VIEW AVENUE, DEL MAR, CA 92014",32.9628,-117.2652,"DEL MAR",0,0,2020
20126598,2020-06-24,22:50:00,"AUTOMOBILE","DRIVER","MELBA ROAD & BONITA DRIVE, ENCINITAS, CA 92024",33.03985,-117.2728,"ENCINITAS",0,0,2020
20126611,2020-06-25,02:06:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & VIA MONTORO, ENCINITAS, CA 92024",33.0529,-117.26133,"ENCINITAS",1,0,2020
20126796,2020-06-26,12:12:00,"BICYCLE","BICYCLIST","N EL CAMINO REAL & VIA MONTORO, ENCINITAS, CA 92024",33.0529,-117.26133,"ENCINITAS",1,0,2020
20126854,2020-06-26,17:18:00,"AUTOMOBILE","DRIVER","SAN ELIJO AVENUE & CHESTERFIELD DRIVE, ENCINITAS, CA 92007",33.01948,-117.28162,"ENCINITAS",0,0,2020
20127017,2020-06-27,23:50:00,"AUTOMOBILE","DRIVER","VIA CARDIFF DRIVE & Nolbey STREET, CARDIFF BY THE SEA, CA 92007",33.02851,-117.27554,"CARDIFF BY THE SEA",0,0,2020
20127098,2020-06-28,18:10:00,"AUTOMOBILE","DRIVER","N ACACIA AVENUE & OCEAN STREET, SOLANA BEACH, CA 92075",32.9994,-117.27551,"SOLANA BEACH",1,0,2020
20127521,2020-06-30,20:45:00,"FARM EQUIPMENT","DRIVER","BALOUR DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04561,-117.26835,"ENCINITAS",0,0,2020
20127502,2020-07-01,11:25:00,"LIGHT DUTY TRUCK","DRIVER","SANTA HELENA PARK COURT & Fire Hydrant, SOLANA BEACH, CA 92075",32.99797,-117.25426,"SOLANA BEACH",0,0,2020
20127673,2020-07-02,10:55:00,"AUTOMOBILE","BICYCLIST","N COAST HIGHWAY & Marcheta, ENCINITAS, CA 92024",33.0551,-117.29726,"ENCINITAS",1,0,2020
20127769,2020-07-03,06:10:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & BALOUR DRIVE, ENCINITAS, CA 92024",33.04561,-117.26835,"ENCINITAS",1,0,2020
20127872,2020-07-03,20:40:00,"AUTOMOBILE","BICYCLIST","S COAST HIGHWAY & Ocean STREET, CARDIFF BY THE SEA, CA 92007",33.03198,-117.28773,"CARDIFF BY THE SEA",1,0,2020
20128371,2020-07-07,13:46:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & TOWN CENTER PLACE, ENCINITAS, CA 92024",33.06791,-117.26503,"ENCINITAS",0,0,2020
20128393,2020-07-07,17:51:00,"AUTOMOBILE","DRIVER","W B STREET & S Coast HIGHWAY, ENCINITAS, CA 92024",33.04861,-117.29564,"ENCINITAS",1,0,2020
20128471,2020-07-08,10:08:00,"LIGHT DUTY TRUCK","DRIVER","LIVERPOOL DRIVE & NEWCASTLE AVENUE, ENCINITAS, CA 92007",33.02162,-117.28144,"ENCINITAS",0,0,2020
20128850,2020-07-10,10:00:00,"FARM EQUIPMENT","PARKED VEHICLE OCCUPANT","03RD STREET & W B STREET, ENCINITAS, CA 92024",33.04875,-117.29416,"ENCINITAS",0,0,2020
20129076,2020-07-12,09:10:00,"AUTOMOBILE","DRIVER","SANTA FE AVENUE & 19TH STREET, DEL MAR, CA 92014",32.96477,-117.26646,"DEL MAR",0,0,2020
20129365,2020-07-14,09:30:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",2,0,2020
20129561,2020-07-15,13:04:00,"MOTORCYCLE","DRIVER","S COAST HIGHWAY & W K STREET, ENCINITAS, CA 92024",33.03675,-117.29327,"ENCINITAS",2,0,2020
20129962,2020-07-18,11:15:00,"AUTOMOBILE","DRIVER","127 S EL CAMINO REAL , ENCINITAS, CA 92024",33.04511,-117.2591,"ENCINITAS",0,0,2020
20130893,2020-07-24,08:09:00,"LIGHT DUTY TRUCK","DRIVER","N EL CAMINO REAL & TOWN CENTER DRIVE, ENCINITAS, CA 92024",33.06512,-117.26247,"ENCINITAS",2,0,2020
20130955,2020-07-24,14:04:00,"AUTOMOBILE","BICYCLIST","ECL of NB Interstate 5 on-ramp & LA COSTA AVENUE, ENCINITAS, CA 92024",33.08089,-117.29686,"ENCINITAS",1,0,2020
20131323,2020-07-27,13:04:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.04886,-117.29298,"ENCINITAS",1,0,2020
20131639,2020-07-29,12:00:00,"BICYCLE","BICYCLIST","N COAST HIGHWAY & La Costa, ENCINITAS, CA 92024",33.08712,-117.29075,"ENCINITAS",1,0,2020
20131715,2020-07-29,21:17:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & QUAIL GARDENS DRIVE, ENCINITAS, CA 92024",33.04743,-117.27935,"ENCINITAS",2,0,2020
20131922,2020-07-31,07:00:00,"BICYCLE","BICYCLIST","S EL CAMINO REAL & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",1,0,2020
20131992,2020-07-31,15:00:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & feet North of the north curb line of Via Molena, ENCINITAS, CA 92024",33.04878,-117.25992,"ENCINITAS",1,0,2020
20132053,2020-07-31,21:43:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & J STREET, ENCINITAS, CA 92024",33.03802,-117.29373,"ENCINITAS",1,0,2020
20132458,2020-08-03,14:36:00,"AUTOMOBILE","DRIVER","GLENCREST DRIVE & LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99603,-117.26302,"SOLANA BEACH",0,0,2020
20132620,2020-08-04,15:43:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",0,0,2020
20132688,2020-08-05,05:11:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & SCL of K STREET, ENCINITAS, CA 92024",33.03675,-117.29327,"ENCINITAS",1,0,2020
20132783,2020-08-05,14:43:00,"AUTOMOBILE","DRIVER","BONITA DRIVE & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03629,-117.27288,"ENCINITAS",0,0,2020
20133410,2020-08-09,21:09:00,"LIGHT DUTY TRUCK","DRIVER","SAN ELIJO AVENUE & CHESTERFIELD DRIVE, ENCINITAS, CA 92007",33.01948,-117.28162,"ENCINITAS",0,0,2020
20133705,2020-08-11,16:12:00,"AUTOMOBILE","DRIVER","HERMES AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",1,0,2020
20133743,2020-08-11,20:53:00,"AUTOMOBILE","DRIVER","SAN ELIJO AVENUE & VERDI AVENUE, ENCINITAS, CA 92007",33.02786,-117.28682,"ENCINITAS",0,0,2020
20133763,2020-08-12,01:30:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & EVERGREEN DRIVE, ENCINITAS, CA 92024",33.03627,-117.27067,"ENCINITAS",1,0,2020
20133798,2020-08-12,09:50:00,"BICYCLE","BICYCLIST","LOMAS SANTA FE DRIVE & CAMINO DE LAS VILLAS, SOLANA BEACH, CA 92075",32.996,-117.24743,"SOLANA BEACH",1,0,2020
20134101,2020-08-14,02:16:00,"AUTOMOBILE","DRIVER","HYGEIA AVENUE & SCL of Cereus STREET, ENCINITAS, CA 92024",33.06092,-117.29713,"ENCINITAS",1,0,2020
20134253,2020-08-15,06:14:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & WCL of Delphinium STREET, ENCINITAS, CA 92024",33.04878,-117.27568,"ENCINITAS",0,0,2020
20134254,2020-08-15,06:14:00,"AUTOMOBILE","DRIVER","S INTERSTATE 5 ON RAMP & Encinitas BOULEVARD, ENCINITAS, CA 92024",33.04877,-117.29398,"ENCINITAS",0,0,2020
20134277,2020-08-15,09:47:00,"MOTORCYCLE","DRIVER","S COAST HIGHWAY & NCL Chesterfield DRIVE, CARDIFF BY THE SEA, CA 92007",33.02066,-117.27927,"CARDIFF BY THE SEA",1,0,2020
20134525,2020-08-17,00:57:00,"AUTOMOBILE","DRIVER","13TH STREET & OCEAN AVENUE, DEL MAR, CA",32.95704,-117.2663,"DEL MAR",0,0,2020
20134697,2020-08-18,00:48:00,"AUTOMOBILE","DRIVER","WITHAM ROAD & CREST DRIVE, ENCINITAS, CA 92024",33.04168,-117.26301,"ENCINITAS",0,0,2020
20134744,2020-08-18,10:17:00,"AUTOMOBILE","DRIVER","ROSA STREET & WCL of Rios AVENUE, SOLANA BEACH, CA 92075",32.98676,-117.26786,"SOLANA BEACH",0,0,2020
20134959,2020-08-19,14:23:00,"AUTOMOBILE","DRIVER","1558 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.068,-117.26471,"ENCINITAS",1,0,2020
20135138,2020-08-20,14:49:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & VIA CANTEBRIA, ENCINITAS, CA 92024",33.04615,-117.26687,"ENCINITAS",1,0,2020
20135180,2020-08-20,19:32:00,NA,"DRIVER","SAXONY ROAD & LA COSTA AVENUE, ENCINITAS, CA 92024",33.08731,-117.28723,"ENCINITAS",0,0,2020
20135422,2020-08-22,11:00:00,"AUTOMOBILE","BICYCLIST","S COAST HIGHWAY & E STREET, ENCINITAS, CA 92024",33.04449,-117.29534,"ENCINITAS",1,0,2020
20135476,2020-08-22,19:05:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & Swami's Seaside Park Entrance, ENCINITAS, CA 92024",33.03687,-117.29309,"ENCINITAS",1,0,2020
20135613,2020-08-23,18:17:00,"AUTOMOBILE","DRIVER","AVOCADO STREET & NEPTUNE AVENUE, ENCINITAS, CA 92024",33.07467,-117.30874,"ENCINITAS",0,0,2020
20136180,2020-08-26,10:30:00,"BICYCLE","BICYCLIST","LOMAS SANTA FE DRIVE & SOLANA HILLS DRIVE, SOLANA BEACH, CA 92075",32.996,-117.25912,"SOLANA BEACH",1,0,2020
20138817,2020-08-26,15:15:00,"TRAILER","DRIVER","1600 ARYANA DRIVE, ENCINITAS, CA 92024",33.0785,-117.27623,"ENCINITAS",0,0,2020
20136128,2020-08-26,22:39:00,"AUTOMOBILE","DRIVER","CHAPALITA DRIVE & S WILLOWSPRING DRIVE, ENCINITAS, CA 92024",33.04089,-117.25166,"ENCINITAS",0,0,2020
20136359,2020-08-28,10:15:00,"AUTOMOBILE","DRIVER","S HIGHWAY 101 & Unknown AOI, SOLANA BEACH, CA 92075",32.98606,-117.27039,"SOLANA BEACH",1,0,2020
20136527,2020-08-29,08:00:00,"AUTOMOBILE","DRIVER","277 HILLCREST DRIVE, ENCINITAS, CA 92024",33.07676,-117.30194,"ENCINITAS",0,0,2020
20136691,2020-08-30,18:07:00,"AUTOMOBILE","DRIVER","03RD STREET & W F STREET, ENCINITAS, CA 92024",33.04346,-117.29211,"ENCINITAS",1,0,2020
20137104,2020-09-02,11:52:00,"AUTOMOBILE","DRIVER","WESTMINSTER DRIVE & LISZT AVENUE, ENCINITAS, CA 92007",33.02773,-117.28469,"ENCINITAS",0,0,2020
20137216,2020-09-03,01:37:00,"AUTOMOBILE","DRIVER","15TH STREET & COAST BOULEVARD, DEL MAR, CA 92014",32.96384,-117.2673,"DEL MAR",0,0,2020
20137225,2020-09-03,05:06:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & TOWN CENTER DRIVE, ENCINITAS, CA 92024",33.06512,-117.26247,"ENCINITAS",1,0,2020
20138242,2020-09-03,11:30:00,"AUTOMOBILE","DRIVER","130 CALLE MAGDALENA , ENCINITAS, CA 92024",33.04722,-117.285,"ENCINITAS",0,0,2020
20137452,2020-09-04,12:25:00,"BICYCLE","BICYCLIST","S COAST HIGHWAY & Cardiff State BEACH, CARDIFF BY THE SEA, CA 92007",33.01549,-117.28072,"CARDIFF BY THE SEA",1,0,2020
20137590,2020-09-05,12:40:00,"AUTOMOBILE","BICYCLIST","N COAST HIGHWAY & NCL of Leucadia BOULEVARD, ENCINITAS, CA 92024",33.06511,-117.29274,"ENCINITAS",1,0,2020
20137617,2020-09-05,17:02:00,"LIGHT DUTY TRUCK","DRIVER","1190 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04612,-117.2646,"ENCINITAS",0,0,2020
20137621,2020-09-05,17:55:00,"BICYCLE","BICYCLIST","CAMINO DEL MAR & VIA DE LA VALLE, DEL MAR, CA 92014",32.98024,-117.26918,"DEL MAR",2,0,2020
20137738,2020-09-06,16:24:00,"LIGHT DUTY TRUCK","DRIVER","100 BLOCK N EL CAMINO REAL , ENCINITAS, CA 92024",33.04608,-117.2597,"ENCINITAS",0,0,2020
20138643,2020-09-12,12:00:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & TOWN CENTER DRIVE, ENCINITAS, CA 92024",33.06512,-117.26247,"ENCINITAS",0,0,2020
20138680,2020-09-12,19:59:00,"AUTOMOBILE","DRIVER","Cardiff State BEACH & S COAST HIGHWAY, CARDIFF BY THE SEA, CA 92007",33.01549,-117.28072,"CARDIFF BY THE SEA",0,1,2020
20138843,2020-09-13,20:38:00,"LIGHT DUTY TRUCK","DRIVER","2200 JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.97065,-117.2629,"DEL MAR",1,0,2020
20138959,2020-09-14,14:55:00,"LIGHT DUTY TRUCK","DRIVER","N COAST HIGHWAY & Marcheta STREET, ENCINITAS, CA 92024",33.05406,-117.29787,"ENCINITAS",1,0,2020
20139304,2020-09-16,14:29:00,"TRUCK","DRIVER","150 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04971,-117.28925,"ENCINITAS",0,0,2020
20139298,2020-09-16,15:59:00,"AUTOMOBILE","DRIVER","150 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04971,-117.28925,"ENCINITAS",0,0,2020
20139340,2020-09-16,20:56:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.04825,-117.28554,"ENCINITAS",1,0,2020
20140275,2020-09-17,17:25:00,"FARM EQUIPMENT","DRIVER","606 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99624,-117.26237,"SOLANA BEACH",0,0,2020
20139617,2020-09-18,16:14:00,"AUTOMOBILE","DRIVER","STEVENS W AVENUE & STEVENS W AVENUE, SOLANA BEACH, CA 92075",32.99149,-117.26151,"SOLANA BEACH",2,0,2020
20141820,2020-09-19,00:15:00,"BICYCLE","BICYCLIST","N COAST HIGHWAY 101 & NOT INVESTIGATED, ENCINITAS, CA 92024",33.05119,-117.29468,"ENCINITAS",1,0,2020
